num_circuit,dataset,scheduler_latency
2,FFD,0.003881216049194336
2,MILQ,0.20383810997009277
2,MTMC,0.0034885406494140625
2,NoTODS,0.14662384986877441
3,FFD,0.004595756530761719
3,MILQ,3.0053064823150635
3,MTMC,0.00644993782043457
3,NoTODS,0.23771405220031738
4,FFD,0.0032167434692382812
4,MILQ,12.499431848526001
4,MTMC,0.004830837249755859
4,NoTODS,0.2657794952392578
5,FFD,0.007174491882324219
5,MILQ,0.1505601406097412
5,MTMC,0.006987333297729492
5,NoTODS,0.339860200881958
6,FFD,0.0068399906158447266
6,MILQ,0.14003229141235352
6,MTMC,0.008831501007080078
6,NoTODS,0.3897271156311035
7,FFD,0.004415988922119141
7,MILQ,0.17233753204345703
7,MTMC,0.00814056396484375
7,NoTODS,0.45482826232910156
8,FFD,0.004704952239990234
8,MILQ,0.2392590045928955
8,MTMC,0.010139703750610352
8,NoTODS,0.6601557731628418
9,FFD,0.004175662994384766
9,MILQ,0.24541211128234863
9,MTMC,0.01184225082397461
9,NoTODS,0.5959126949310303
10,FFD,0.007749795913696289
10,MILQ,0.3052499294281006
10,MTMC,0.013215780258178711
10,NoTODS,0.67067551612854
11,FFD,0.003836393356323242
11,MILQ,0.341400146484375
11,MTMC,0.011545181274414062
11,NoTODS,0.7406091690063477
12,FFD,0.0076220035552978516
12,MILQ,0.48222994804382324
12,MTMC,0.013720989227294922
12,NoTODS,0.7894027233123779
13,FFD,0.007126569747924805
13,MILQ,0.6988334655761719
13,MTMC,0.014733314514160156
13,NoTODS,0.9223217964172363
14,FFD,0.004616737365722656
14,MILQ,0.8357441425323486
14,MTMC,0.016526222229003906
14,NoTODS,0.918175458908081
15,FFD,0.008581399917602539
15,MILQ,0.8069357872009277
15,MTMC,0.017293691635131836
15,NoTODS,0.9625256061553955
16,FFD,0.008898019790649414
16,MILQ,1.769730806350708
16,MTMC,0.017707109451293945
16,NoTODS,1.0466926097869873
17,FFD,0.010387420654296875
17,MILQ,1.5723633766174316
17,MTMC,0.01901531219482422
17,NoTODS,1.1169884204864502
18,FFD,0.010441303253173828
18,MILQ,3.1910274028778076
18,MTMC,0.017827272415161133
18,NoTODS,1.2056891918182373
19,FFD,0.011684656143188477
19,MILQ,2.820406675338745
19,MTMC,0.01967597007751465
19,NoTODS,1.2638108730316162
20,FFD,0.012305974960327148
20,MTMC,0.025099992752075195
20,NoTODS,1.2535536289215088
